"Bill Type",Carrier,"AWB Number","Shipment Status","Seller Company Name","Shipment ID","Order ID","Payment Type",Pincode,City,"Charged Weight","Foward Freight","RTO Freight","Extra Wgt Charges","RTO Extra Wgt Charges","COD Charges","Sub Total",IGST,SGST,CGST,"Grand Total","Order Amount","Warehouse City","Warehouse State","Warehouse Pin Code",SKU(1),Product(1),Quantity(1),SKU(2),Product(2),Quantity(2),SKU(3),Product(3),Quantity(3),SKU(4),Product(4),Quantity(4),SKU(5),Product(5),Quantity(5),SKU(6),Product(6),Quantity(6),SKU(7),Product(7),Quantity(7),SKU(8),Product(8),Quantity(8),SKU(9),Product(9),Quantity(9),SKU(10),Product(10),Quantity(10)
Forward,"DTDC 500 gms",7D5711141,Cancelled,"ARORA ENTERPRISE",25444,#2555,PREPAID,171002,Shimla,0.5,0,0,0,0,0,0,0,0,0,0,1049,"NEW DELHI",Delhi,110077,RI000202,ri202,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Delhivery Air 500 gms - DKT",35604310154394,Cancelled,"ARORA ENTERPRISE",25582,#2557,PREPAID,500081,Hyderabad,10,0,0,0,0,0,0,0,0,0,0,899,"NEW DELHI",Delhi,110077,ER000011,er011,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Delhivery Air 500 gms - DKT",35604310154405,Rto,"ARORA ENTERPRISE",25583,#2582,COD,535501,VIZIANAGARAM,0.5,60,60,0,0,0,120,0,10.8,10.8,141.6,1298,"NEW DELHI",Delhi,110077,ER000028,er028,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Delhivery Air 500 gms - DKT",35604310154453,Delivered,"ARORA ENTERPRISE",25590,#2574,COD,695027,Thiruvananthapuram,0.5,60,0,0,0,32.5,92.5,0,8.33,8.33,109.15,998,"NEW DELHI",Delhi,110077,ER000004,er004,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Delhivery 500 gms - DKT",35604310157253,Delivered,"ARORA ENTERPRISE",25902,#2577,PREPAID,122002,Gurgaon,0.5,29.5,0,0,0,0,29.5,0,2.66,2.66,34.81,3189,"NEW DELHI",Delhi,110077,ER000028,er028,1,ER000016,er016,1,ER000001,er001,1,ER000218,er218,1,,,,,,,,,,,,,,,,,,
Forward,"Delhivery Air 500 gms - DKT",35604310157286,Delivered,"ARORA ENTERPRISE",25905,#2583,PREPAID,400065,Mumbai,0.5,52.5,0,0,0,0,52.5,0,4.73,4.73,61.95,1079,"NEW DELHI",Delhi,110077,ER000028,er028,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Xpressbees 500 gms - DKT",153689150103030,Delivered,"ARORA ENTERPRISE",25907,#2587,PREPAID,401202,Vasai,0.5,45,0,0,0,0,45,0,4.05,4.05,53.1,1079,"NEW DELHI",Delhi,110077,ER000028,er028,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Delhivery Air 500 gms - DKT",35604310157312,Delivered,"ARORA ENTERPRISE",25913,#2600,PREPAID,284003,Jhansi,0.5,60,0,0,0,0,60,0,5.4,5.4,70.8,1079,"NEW DELHI",Delhi,110077,ER000028,er028,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Delhivery Air 500 gms - DKT",35604310157323,Delivered,"ARORA ENTERPRISE",25915,#2580,PREPAID,570032,Mysore,0.5,60,0,0,0,0,60,0,5.4,5.4,70.8,1295,"NEW DELHI",Delhi,110077,ER000220,er220,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"Delhivery Air 500 gms - DKT",35604310157345,Delivered,"ARORA ENTERPRISE",25918,#2591,PREPAID,560067,Bangalore,0.5,52.5,0,0,0,0,52.5,0,4.73,4.73,61.95,719,"NEW DELHI",Delhi,110077,ER000236,er236,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
