"Bill Type",Carrier,"AWB Number","Shipment Status","Seller Company Name","Shipment ID","Order ID","Payment Type",Pincode,City,"Charged Weight","Foward Freight","RTO Freight","Extra Wgt Charges","RTO Extra Wgt Charges","COD Charges","Sub Total",IGST,SGST,CGST,"Grand Total","Order Amount","Warehouse City","Warehouse State","Warehouse Pin Code",SKU(1),Product(1),Quantity(1),SKU(2),Product(2),Quantity(2),SKU(3),Product(3),Quantity(3),SKU(4),Product(4),Quantity(4),SKU(5),Product(5),Quantity(5),SKU(6),Product(6),Quantity(6),SKU(7),Product(7),Quantity(7),SKU(8),Product(8),Quantity(8),SKU(9),Product(9),Quantity(9),SKU(10),Product(10),Quantity(10)
Forward,"DKT-GO SDD 500gms",DKTGO-2216801768,"Out For Delivery",Namo,43415,202509030129369,COD,560043,BANGALORE,0.5,42.37,0,0,0,21.19,63.56,11.44,0,0,75,1,BANGALORE,BANGALORE,560043,SKU001,Book,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"DKT-GO SDD 2kg",DKTGO-9700622836,Cancelled,Namo,46579,202509030204278,COD,560043,BANGALORE,2,0,0,0,0,0,0,0,0,0,0,1,BANGALORE,BANGALORE,560043,SKU001,Book,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"DKT-GO SDD 2kg",DKTGO-2624654306,Cancelled,Namo,46580,202509030203232,COD,560043,BANGALORE,2,0,0,0,0,0,0,0,0,0,0,1,BANGALORE,BANGALORE,560043,SKU001,Book,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"DKT-GO SDD 2kg",DKTGO-3912686922,Cancelled,Namo,46581,202509030157199,COD,560043,BANGALORE,2,0,0,0,0,0,0,0,0,0,0,1,BANGALORE,BANGALORE,560043,SKU001,Book,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"DKT-GO SDD 2kg",DKTGO-5120695626,Cancelled,Namo,46582,202509030142001,COD,560043,BANGALORE,2,0,0,0,0,0,0,0,0,0,0,1,BANGALORE,BANGALORE,560043,SKU001,Book,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"DKT-GO SDD 2kg",DKTGO-7644969989,Cancelled,Namo,46583,1234,COD,122001,Gurgaon,2,0,0,0,0,0,0,0,0,0,0,600,BANGALORE,BANGALORE,560043,SKU001,"Red Colour Shirt",2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"DKT-GO SDD 2kg",DKTGO-4742923768,Cancelled,Namo,46584,961643567-Copy-Copy-Copy-Copy-Copy-Copy-Copy-Copy-Copy,COD,560043,BANGALORE,2,0,0,0,0,0,0,0,0,0,0,1,BANGALORE,BANGALORE,560043,qwer,asdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"DKT-GO SDD 2kg",DKTGO-4146076891,Cancelled,Namo,46585,961643567-Copy-Copy-Copy-Copy-Copy-Copy-Copy-Copy,COD,560043,BANGALORE,2,0,0,0,0,0,0,0,0,0,0,1,BANGALORE,BANGALORE,560043,qwer,asdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"DKT-GO SDD 2kg",DKTGO-2749367672,Cancelled,Namo,46586,961643567-Copy-Copy-Copy-Copy-Copy-Copy-Copy,COD,560043,BANGALORE,2,0,0,0,0,0,0,0,0,0,0,1,BANGALORE,BANGALORE,560043,qwer,asdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forward,"DKT-GO SDD 2kg",DKTGO-4305485635,Cancelled,Namo,46587,961643567-Copy-Copy-Copy-Copy-Copy-Copy,COD,560043,BANGALORE,2,0,0,0,0,0,0,0,0,0,0,1,BANGALORE,BANGALORE,560043,qwer,asdf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
